"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Egypt","LFS - Labour Force Sample Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",178.262,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",131.662,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","LFS - Labour Force Sample Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",155.731,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",2032.487,,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",1919.241,,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",1978.873,,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",1809.957,,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",1764.355,,,"Currency: ESP - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",1788.438,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",1527.431,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",1594.084,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",1474.92,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",1925.675,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",1856.138,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",1731.741,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",1918.49,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",1810.425,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",1847.727,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",1303.196,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",1549.106,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",1728.169,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",1469.471,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",1305.991,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",1205.477,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",1330.02,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",1153.867,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",1670.883,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",979.064,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Estonia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",955.16,,,"Currency: EST - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Ethiopia","LFS - National Labor Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",67.497,,,"Currency: ETH - Birr (ETB)","Repository: ILO-STATISTICS - Micro data processing"
